startSen,endSen,Sentence,Next_Sentence,Cosine_Similarity
400,550,and to anyone that at Harvard who might have been insulted as they take it that they were as for any charges stemming from the breach of security I believe I deserve some recognition from this board I'm sorry yes I don't understand which part you deserve recognition I believe I pointed out some pretty gaping holes in your system excuse me may I yes mr. Zuckerberg I'm in charge of security for all computers on the Harvard Network and I can assure you of its sophistication in fact it is that level of sophistication that led us to you in less than four hours four hours yes sir that would be impressive except if you had known what you were looking for you would have seen it written on my dorm room window so six months academic probation well they have to make an example out of  you they have my blog I shouldn't have  written that thing about the farm animals that was stupid but I was kidding for god sakes doesn't anybody have a sense of humor I try to stop you you don't how do you do this thing where you manage to get all girls to hate us while I let you down you can't do that quite a okay let's look at a sample problem suppose were given a computer with a sixteen bit virtual address and a page size of two hundred fifty six bytes the system uses one level page tables that start at address hex four hundred maybe you want DMA on your sixteen bit system who knows the first few pages are reserved for Hardware Flags Etc assume page table entries have eight status bits the 8th status bits would then be anybody I see we have our first surrender Don't worry Mister Zuckerburg brighter  men than you have tried and failed this class one valid bit one modified bit one reference bit five permission bits that is correct does everybody see how he got there gentlemen welcome to Las Vegas everybody eaten good,anyone that at Harvard who might have been insulted as they take it that they were as for any charges stemming from the breach of security I believe I deserve some recognition from this board I'm sorry yes I don't understand which part you deserve recognition I believe I pointed out some pretty gaping holes in your system excuse me may I yes mr. Zuckerberg I'm in charge of security for all computers on the Harvard Network and I can assure you of its sophistication in fact it is that level of sophistication that led us to you in less than four hours four hours yes sir that would be impressive except if you had known what you were looking for you would have seen it written on my dorm room window so six months academic probation well they have to make an example out of  you they have my blog I shouldn't have  written that thing about the farm animals that was stupid but I was kidding for god sakes doesn't anybody have a sense of humor I try to stop you you don't how do you do this thing where you manage to get all girls to hate us while I let you down you can't do that quite a okay let's look at a sample problem suppose were given a computer with a sixteen bit virtual address and a page size of two hundred fifty six bytes the system uses one level page tables that start at address hex four hundred maybe you want DMA on your sixteen bit system who knows the first few pages are reserved for Hardware Flags Etc assume page table entries have eight status bits the 8th status bits would then be anybody I see we have our first surrender Don't worry Mister Zuckerburg brighter  men than you have tried and failed this class one valid bit one modified bit one reference bit five permission bits that is correct does everybody see how he got there gentlemen welcome to Las Vegas everybody eaten good,0.9880295
401,551,anyone that at Harvard who might have been insulted as they take it that they were as for any charges stemming from the breach of security I believe I deserve some recognition from this board I'm sorry yes I don't understand which part you deserve recognition I believe I pointed out some pretty gaping holes in your system excuse me may I yes mr. Zuckerberg I'm in charge of security for all computers on the Harvard Network and I can assure you of its sophistication in fact it is that level of sophistication that led us to you in less than four hours four hours yes sir that would be impressive except if you had known what you were looking for you would have seen it written on my dorm room window so six months academic probation well they have to make an example out of  you they have my blog I shouldn't have  written that thing about the farm animals that was stupid but I was kidding for god sakes doesn't anybody have a sense of humor I try to stop you you don't how do you do this thing where you manage to get all girls to hate us while I let you down you can't do that quite a okay let's look at a sample problem suppose were given a computer with a sixteen bit virtual address and a page size of two hundred fifty six bytes the system uses one level page tables that start at address hex four hundred maybe you want DMA on your sixteen bit system who knows the first few pages are reserved for Hardware Flags Etc assume page table entries have eight status bits the 8th status bits would then be anybody I see we have our first surrender Don't worry Mister Zuckerburg brighter  men than you have tried and failed this class one valid bit one modified bit one reference bit five permission bits that is correct does everybody see how he got there gentlemen welcome to Las Vegas everybody eaten good,who might have been insulted as they take it that they were as for any charges stemming from the breach of security I believe I deserve some recognition from this board I'm sorry yes I don't understand which part you deserve recognition I believe I pointed out some pretty gaping holes in your system excuse me may I yes mr. Zuckerberg I'm in charge of security for all computers on the Harvard Network and I can assure you of its sophistication in fact it is that level of sophistication that led us to you in less than four hours four hours yes sir that would be impressive except if you had known what you were looking for you would have seen it written on my dorm room window so six months academic probation well they have to make an example out of  you they have my blog I shouldn't have  written that thing about the farm animals that was stupid but I was kidding for god sakes doesn't anybody have a sense of humor I try to stop you you don't how do you do this thing where you manage to get all girls to hate us while I let you down you can't do that quite a okay let's look at a sample problem suppose were given a computer with a sixteen bit virtual address and a page size of two hundred fifty six bytes the system uses one level page tables that start at address hex four hundred maybe you want DMA on your sixteen bit system who knows the first few pages are reserved for Hardware Flags Etc assume page table entries have eight status bits the 8th status bits would then be anybody I see we have our first surrender Don't worry Mister Zuckerburg brighter  men than you have tried and failed this class one valid bit one modified bit one reference bit five permission bits that is correct does everybody see how he got there gentlemen welcome to Las Vegas everybody eaten good everybody sober,0.94841826
402,552,who might have been insulted as they take it that they were as for any charges stemming from the breach of security I believe I deserve some recognition from this board I'm sorry yes I don't understand which part you deserve recognition I believe I pointed out some pretty gaping holes in your system excuse me may I yes mr. Zuckerberg I'm in charge of security for all computers on the Harvard Network and I can assure you of its sophistication in fact it is that level of sophistication that led us to you in less than four hours four hours yes sir that would be impressive except if you had known what you were looking for you would have seen it written on my dorm room window so six months academic probation well they have to make an example out of  you they have my blog I shouldn't have  written that thing about the farm animals that was stupid but I was kidding for god sakes doesn't anybody have a sense of humor I try to stop you you don't how do you do this thing where you manage to get all girls to hate us while I let you down you can't do that quite a okay let's look at a sample problem suppose were given a computer with a sixteen bit virtual address and a page size of two hundred fifty six bytes the system uses one level page tables that start at address hex four hundred maybe you want DMA on your sixteen bit system who knows the first few pages are reserved for Hardware Flags Etc assume page table entries have eight status bits the 8th status bits would then be anybody I see we have our first surrender Don't worry Mister Zuckerburg brighter  men than you have tried and failed this class one valid bit one modified bit one reference bit five permission bits that is correct does everybody see how he got there gentlemen welcome to Las Vegas everybody eaten good everybody sober,as they take it that they were as for any charges stemming from the breach of security I believe I deserve some recognition from this board I'm sorry yes I don't understand which part you deserve recognition I believe I pointed out some pretty gaping holes in your system excuse me may I yes mr. Zuckerberg I'm in charge of security for all computers on the Harvard Network and I can assure you of its sophistication in fact it is that level of sophistication that led us to you in less than four hours four hours yes sir that would be impressive except if you had known what you were looking for you would have seen it written on my dorm room window so six months academic probation well they have to make an example out of  you they have my blog I shouldn't have  written that thing about the farm animals that was stupid but I was kidding for god sakes doesn't anybody have a sense of humor I try to stop you you don't how do you do this thing where you manage to get all girls to hate us while I let you down you can't do that quite a okay let's look at a sample problem suppose were given a computer with a sixteen bit virtual address and a page size of two hundred fifty six bytes the system uses one level page tables that start at address hex four hundred maybe you want DMA on your sixteen bit system who knows the first few pages are reserved for Hardware Flags Etc assume page table entries have eight status bits the 8th status bits would then be anybody I see we have our first surrender Don't worry Mister Zuckerburg brighter  men than you have tried and failed this class one valid bit one modified bit one reference bit five permission bits that is correct does everybody see how he got there gentlemen welcome to Las Vegas everybody eaten good everybody sober,0.95206016
403,553,as they take it that they were as for any charges stemming from the breach of security I believe I deserve some recognition from this board I'm sorry yes I don't understand which part you deserve recognition I believe I pointed out some pretty gaping holes in your system excuse me may I yes mr. Zuckerberg I'm in charge of security for all computers on the Harvard Network and I can assure you of its sophistication in fact it is that level of sophistication that led us to you in less than four hours four hours yes sir that would be impressive except if you had known what you were looking for you would have seen it written on my dorm room window so six months academic probation well they have to make an example out of  you they have my blog I shouldn't have  written that thing about the farm animals that was stupid but I was kidding for god sakes doesn't anybody have a sense of humor I try to stop you you don't how do you do this thing where you manage to get all girls to hate us while I let you down you can't do that quite a okay let's look at a sample problem suppose were given a computer with a sixteen bit virtual address and a page size of two hundred fifty six bytes the system uses one level page tables that start at address hex four hundred maybe you want DMA on your sixteen bit system who knows the first few pages are reserved for Hardware Flags Etc assume page table entries have eight status bits the 8th status bits would then be anybody I see we have our first surrender Don't worry Mister Zuckerburg brighter  men than you have tried and failed this class one valid bit one modified bit one reference bit five permission bits that is correct does everybody see how he got there gentlemen welcome to Las Vegas everybody eaten good everybody sober,were as for any charges stemming from the breach of security I believe I deserve some recognition from this board I'm sorry yes I don't understand which part you deserve recognition I believe I pointed out some pretty gaping holes in your system excuse me may I yes mr. Zuckerberg I'm in charge of security for all computers on the Harvard Network and I can assure you of its sophistication in fact it is that level of sophistication that led us to you in less than four hours four hours yes sir that would be impressive except if you had known what you were looking for you would have seen it written on my dorm room window so six months academic probation well they have to make an example out of  you they have my blog I shouldn't have  written that thing about the farm animals that was stupid but I was kidding for god sakes doesn't anybody have a sense of humor I try to stop you you don't how do you do this thing where you manage to get all girls to hate us while I let you down you can't do that quite a okay let's look at a sample problem suppose were given a computer with a sixteen bit virtual address and a page size of two hundred fifty six bytes the system uses one level page tables that start at address hex four hundred maybe you want DMA on your sixteen bit system who knows the first few pages are reserved for Hardware Flags Etc assume page table entries have eight status bits the 8th status bits would then be anybody I see we have our first surrender Don't worry Mister Zuckerburg brighter  men than you have tried and failed this class one valid bit one modified bit one reference bit five permission bits that is correct does everybody see how he got there gentlemen welcome to Las Vegas everybody eaten good everybody sober close enough,0.9715081
404,554,were as for any charges stemming from the breach of security I believe I deserve some recognition from this board I'm sorry yes I don't understand which part you deserve recognition I believe I pointed out some pretty gaping holes in your system excuse me may I yes mr. Zuckerberg I'm in charge of security for all computers on the Harvard Network and I can assure you of its sophistication in fact it is that level of sophistication that led us to you in less than four hours four hours yes sir that would be impressive except if you had known what you were looking for you would have seen it written on my dorm room window so six months academic probation well they have to make an example out of  you they have my blog I shouldn't have  written that thing about the farm animals that was stupid but I was kidding for god sakes doesn't anybody have a sense of humor I try to stop you you don't how do you do this thing where you manage to get all girls to hate us while I let you down you can't do that quite a okay let's look at a sample problem suppose were given a computer with a sixteen bit virtual address and a page size of two hundred fifty six bytes the system uses one level page tables that start at address hex four hundred maybe you want DMA on your sixteen bit system who knows the first few pages are reserved for Hardware Flags Etc assume page table entries have eight status bits the 8th status bits would then be anybody I see we have our first surrender Don't worry Mister Zuckerburg brighter  men than you have tried and failed this class one valid bit one modified bit one reference bit five permission bits that is correct does everybody see how he got there gentlemen welcome to Las Vegas everybody eaten good everybody sober close enough,as for any charges stemming from the breach of security I believe I deserve some recognition from this board I'm sorry yes I don't understand which part you deserve recognition I believe I pointed out some pretty gaping holes in your system excuse me may I yes mr. Zuckerberg I'm in charge of security for all computers on the Harvard Network and I can assure you of its sophistication in fact it is that level of sophistication that led us to you in less than four hours four hours yes sir that would be impressive except if you had known what you were looking for you would have seen it written on my dorm room window so six months academic probation well they have to make an example out of  you they have my blog I shouldn't have  written that thing about the farm animals that was stupid but I was kidding for god sakes doesn't anybody have a sense of humor I try to stop you you don't how do you do this thing where you manage to get all girls to hate us while I let you down you can't do that quite a okay let's look at a sample problem suppose were given a computer with a sixteen bit virtual address and a page size of two hundred fifty six bytes the system uses one level page tables that start at address hex four hundred maybe you want DMA on your sixteen bit system who knows the first few pages are reserved for Hardware Flags Etc assume page table entries have eight status bits the 8th status bits would then be anybody I see we have our first surrender Don't worry Mister Zuckerburg brighter  men than you have tried and failed this class one valid bit one modified bit one reference bit five permission bits that is correct does everybody see how he got there gentlemen welcome to Las Vegas everybody eaten good everybody sober close enough alright before,0.99520737
405,555,as for any charges stemming from the breach of security I believe I deserve some recognition from this board I'm sorry yes I don't understand which part you deserve recognition I believe I pointed out some pretty gaping holes in your system excuse me may I yes mr. Zuckerberg I'm in charge of security for all computers on the Harvard Network and I can assure you of its sophistication in fact it is that level of sophistication that led us to you in less than four hours four hours yes sir that would be impressive except if you had known what you were looking for you would have seen it written on my dorm room window so six months academic probation well they have to make an example out of  you they have my blog I shouldn't have  written that thing about the farm animals that was stupid but I was kidding for god sakes doesn't anybody have a sense of humor I try to stop you you don't how do you do this thing where you manage to get all girls to hate us while I let you down you can't do that quite a okay let's look at a sample problem suppose were given a computer with a sixteen bit virtual address and a page size of two hundred fifty six bytes the system uses one level page tables that start at address hex four hundred maybe you want DMA on your sixteen bit system who knows the first few pages are reserved for Hardware Flags Etc assume page table entries have eight status bits the 8th status bits would then be anybody I see we have our first surrender Don't worry Mister Zuckerburg brighter  men than you have tried and failed this class one valid bit one modified bit one reference bit five permission bits that is correct does everybody see how he got there gentlemen welcome to Las Vegas everybody eaten good everybody sober close enough alright before,as for any charges stemming from the breach of security I believe I deserve some recognition from this board I'm sorry yes I don't understand which part you deserve recognition I believe I pointed out some pretty gaping holes in your system excuse me may I yes mr. Zuckerberg I'm in charge of security for all computers on the Harvard Network and I can assure you of its sophistication in fact it is that level of sophistication that led us to you in less than four hours four hours yes sir that would be impressive except if you had known what you were looking for you would have seen it written on my dorm room window so six months academic probation well they have to make an example out of  you they have my blog I shouldn't have  written that thing about the farm animals that was stupid but I was kidding for god sakes doesn't anybody have a sense of humor I try to stop you you don't how do you do this thing where you manage to get all girls to hate us while I let you down you can't do that quite a okay let's look at a sample problem suppose were given a computer with a sixteen bit virtual address and a page size of two hundred fifty six bytes the system uses one level page tables that start at address hex four hundred maybe you want DMA on your sixteen bit system who knows the first few pages are reserved for Hardware Flags Etc assume page table entries have eight status bits the 8th status bits would then be anybody I see we have our first surrender Don't worry Mister Zuckerburg brighter  men than you have tried and failed this class one valid bit one modified bit one reference bit five permission bits that is correct does everybody see how he got there gentlemen welcome to Las Vegas everybody eaten good everybody sober close enough alright before we get started nobody's,1.0000004
406,556,as for any charges stemming from the breach of security I believe I deserve some recognition from this board I'm sorry yes I don't understand which part you deserve recognition I believe I pointed out some pretty gaping holes in your system excuse me may I yes mr. Zuckerberg I'm in charge of security for all computers on the Harvard Network and I can assure you of its sophistication in fact it is that level of sophistication that led us to you in less than four hours four hours yes sir that would be impressive except if you had known what you were looking for you would have seen it written on my dorm room window so six months academic probation well they have to make an example out of  you they have my blog I shouldn't have  written that thing about the farm animals that was stupid but I was kidding for god sakes doesn't anybody have a sense of humor I try to stop you you don't how do you do this thing where you manage to get all girls to hate us while I let you down you can't do that quite a okay let's look at a sample problem suppose were given a computer with a sixteen bit virtual address and a page size of two hundred fifty six bytes the system uses one level page tables that start at address hex four hundred maybe you want DMA on your sixteen bit system who knows the first few pages are reserved for Hardware Flags Etc assume page table entries have eight status bits the 8th status bits would then be anybody I see we have our first surrender Don't worry Mister Zuckerburg brighter  men than you have tried and failed this class one valid bit one modified bit one reference bit five permission bits that is correct does everybody see how he got there gentlemen welcome to Las Vegas everybody eaten good everybody sober close enough alright before we get started nobody's,from the breach of security I believe I deserve some recognition from this board I'm sorry yes I don't understand which part you deserve recognition I believe I pointed out some pretty gaping holes in your system excuse me may I yes mr. Zuckerberg I'm in charge of security for all computers on the Harvard Network and I can assure you of its sophistication in fact it is that level of sophistication that led us to you in less than four hours four hours yes sir that would be impressive except if you had known what you were looking for you would have seen it written on my dorm room window so six months academic probation well they have to make an example out of  you they have my blog I shouldn't have  written that thing about the farm animals that was stupid but I was kidding for god sakes doesn't anybody have a sense of humor I try to stop you you don't how do you do this thing where you manage to get all girls to hate us while I let you down you can't do that quite a okay let's look at a sample problem suppose were given a computer with a sixteen bit virtual address and a page size of two hundred fifty six bytes the system uses one level page tables that start at address hex four hundred maybe you want DMA on your sixteen bit system who knows the first few pages are reserved for Hardware Flags Etc assume page table entries have eight status bits the 8th status bits would then be anybody I see we have our first surrender Don't worry Mister Zuckerburg brighter  men than you have tried and failed this class one valid bit one modified bit one reference bit five permission bits that is correct does everybody see how he got there gentlemen welcome to Las Vegas everybody eaten good everybody sober close enough alright before we get started nobody's on the line here yet,0.938118
407,557,from the breach of security I believe I deserve some recognition from this board I'm sorry yes I don't understand which part you deserve recognition I believe I pointed out some pretty gaping holes in your system excuse me may I yes mr. Zuckerberg I'm in charge of security for all computers on the Harvard Network and I can assure you of its sophistication in fact it is that level of sophistication that led us to you in less than four hours four hours yes sir that would be impressive except if you had known what you were looking for you would have seen it written on my dorm room window so six months academic probation well they have to make an example out of  you they have my blog I shouldn't have  written that thing about the farm animals that was stupid but I was kidding for god sakes doesn't anybody have a sense of humor I try to stop you you don't how do you do this thing where you manage to get all girls to hate us while I let you down you can't do that quite a okay let's look at a sample problem suppose were given a computer with a sixteen bit virtual address and a page size of two hundred fifty six bytes the system uses one level page tables that start at address hex four hundred maybe you want DMA on your sixteen bit system who knows the first few pages are reserved for Hardware Flags Etc assume page table entries have eight status bits the 8th status bits would then be anybody I see we have our first surrender Don't worry Mister Zuckerburg brighter  men than you have tried and failed this class one valid bit one modified bit one reference bit five permission bits that is correct does everybody see how he got there gentlemen welcome to Las Vegas everybody eaten good everybody sober close enough alright before we get started nobody's on the line here yet,I believe I deserve some recognition from this board I'm sorry yes I don't understand which part you deserve recognition I believe I pointed out some pretty gaping holes in your system excuse me may I yes mr. Zuckerberg I'm in charge of security for all computers on the Harvard Network and I can assure you of its sophistication in fact it is that level of sophistication that led us to you in less than four hours four hours yes sir that would be impressive except if you had known what you were looking for you would have seen it written on my dorm room window so six months academic probation well they have to make an example out of  you they have my blog I shouldn't have  written that thing about the farm animals that was stupid but I was kidding for god sakes doesn't anybody have a sense of humor I try to stop you you don't how do you do this thing where you manage to get all girls to hate us while I let you down you can't do that quite a okay let's look at a sample problem suppose were given a computer with a sixteen bit virtual address and a page size of two hundred fifty six bytes the system uses one level page tables that start at address hex four hundred maybe you want DMA on your sixteen bit system who knows the first few pages are reserved for Hardware Flags Etc assume page table entries have eight status bits the 8th status bits would then be anybody I see we have our first surrender Don't worry Mister Zuckerburg brighter  men than you have tried and failed this class one valid bit one modified bit one reference bit five permission bits that is correct does everybody see how he got there gentlemen welcome to Las Vegas everybody eaten good everybody sober close enough alright before we get started nobody's on the line here yet,0.9775157
408,558,I believe I deserve some recognition from this board I'm sorry yes I don't understand which part you deserve recognition I believe I pointed out some pretty gaping holes in your system excuse me may I yes mr. Zuckerberg I'm in charge of security for all computers on the Harvard Network and I can assure you of its sophistication in fact it is that level of sophistication that led us to you in less than four hours four hours yes sir that would be impressive except if you had known what you were looking for you would have seen it written on my dorm room window so six months academic probation well they have to make an example out of  you they have my blog I shouldn't have  written that thing about the farm animals that was stupid but I was kidding for god sakes doesn't anybody have a sense of humor I try to stop you you don't how do you do this thing where you manage to get all girls to hate us while I let you down you can't do that quite a okay let's look at a sample problem suppose were given a computer with a sixteen bit virtual address and a page size of two hundred fifty six bytes the system uses one level page tables that start at address hex four hundred maybe you want DMA on your sixteen bit system who knows the first few pages are reserved for Hardware Flags Etc assume page table entries have eight status bits the 8th status bits would then be anybody I see we have our first surrender Don't worry Mister Zuckerburg brighter  men than you have tried and failed this class one valid bit one modified bit one reference bit five permission bits that is correct does everybody see how he got there gentlemen welcome to Las Vegas everybody eaten good everybody sober close enough alright before we get started nobody's on the line here yet,deserve some recognition from this board I'm sorry yes I don't understand which part you deserve recognition I believe I pointed out some pretty gaping holes in your system excuse me may I yes mr. Zuckerberg I'm in charge of security for all computers on the Harvard Network and I can assure you of its sophistication in fact it is that level of sophistication that led us to you in less than four hours four hours yes sir that would be impressive except if you had known what you were looking for you would have seen it written on my dorm room window so six months academic probation well they have to make an example out of  you they have my blog I shouldn't have  written that thing about the farm animals that was stupid but I was kidding for god sakes doesn't anybody have a sense of humor I try to stop you you don't how do you do this thing where you manage to get all girls to hate us while I let you down you can't do that quite a okay let's look at a sample problem suppose were given a computer with a sixteen bit virtual address and a page size of two hundred fifty six bytes the system uses one level page tables that start at address hex four hundred maybe you want DMA on your sixteen bit system who knows the first few pages are reserved for Hardware Flags Etc assume page table entries have eight status bits the 8th status bits would then be anybody I see we have our first surrender Don't worry Mister Zuckerburg brighter  men than you have tried and failed this class one valid bit one modified bit one reference bit five permission bits that is correct does everybody see how he got there gentlemen welcome to Las Vegas everybody eaten good everybody sober close enough alright before we get started nobody's on the line here yet what I'm about to propose,0.99278325
409,559,deserve some recognition from this board I'm sorry yes I don't understand which part you deserve recognition I believe I pointed out some pretty gaping holes in your system excuse me may I yes mr. Zuckerberg I'm in charge of security for all computers on the Harvard Network and I can assure you of its sophistication in fact it is that level of sophistication that led us to you in less than four hours four hours yes sir that would be impressive except if you had known what you were looking for you would have seen it written on my dorm room window so six months academic probation well they have to make an example out of  you they have my blog I shouldn't have  written that thing about the farm animals that was stupid but I was kidding for god sakes doesn't anybody have a sense of humor I try to stop you you don't how do you do this thing where you manage to get all girls to hate us while I let you down you can't do that quite a okay let's look at a sample problem suppose were given a computer with a sixteen bit virtual address and a page size of two hundred fifty six bytes the system uses one level page tables that start at address hex four hundred maybe you want DMA on your sixteen bit system who knows the first few pages are reserved for Hardware Flags Etc assume page table entries have eight status bits the 8th status bits would then be anybody I see we have our first surrender Don't worry Mister Zuckerburg brighter  men than you have tried and failed this class one valid bit one modified bit one reference bit five permission bits that is correct does everybody see how he got there gentlemen welcome to Las Vegas everybody eaten good everybody sober close enough alright before we get started nobody's on the line here yet what I'm about to propose,from this board I'm sorry yes I don't understand which part you deserve recognition I believe I pointed out some pretty gaping holes in your system excuse me may I yes mr. Zuckerberg I'm in charge of security for all computers on the Harvard Network and I can assure you of its sophistication in fact it is that level of sophistication that led us to you in less than four hours four hours yes sir that would be impressive except if you had known what you were looking for you would have seen it written on my dorm room window so six months academic probation well they have to make an example out of  you they have my blog I shouldn't have  written that thing about the farm animals that was stupid but I was kidding for god sakes doesn't anybody have a sense of humor I try to stop you you don't how do you do this thing where you manage to get all girls to hate us while I let you down you can't do that quite a okay let's look at a sample problem suppose were given a computer with a sixteen bit virtual address and a page size of two hundred fifty six bytes the system uses one level page tables that start at address hex four hundred maybe you want DMA on your sixteen bit system who knows the first few pages are reserved for Hardware Flags Etc assume page table entries have eight status bits the 8th status bits would then be anybody I see we have our first surrender Don't worry Mister Zuckerburg brighter  men than you have tried and failed this class one valid bit one modified bit one reference bit five permission bits that is correct does everybody see how he got there gentlemen welcome to Las Vegas everybody eaten good everybody sober close enough alright before we get started nobody's on the line here yet what I'm about to propose to you as both highly,0.9802743
410,560,from this board I'm sorry yes I don't understand which part you deserve recognition I believe I pointed out some pretty gaping holes in your system excuse me may I yes mr. Zuckerberg I'm in charge of security for all computers on the Harvard Network and I can assure you of its sophistication in fact it is that level of sophistication that led us to you in less than four hours four hours yes sir that would be impressive except if you had known what you were looking for you would have seen it written on my dorm room window so six months academic probation well they have to make an example out of  you they have my blog I shouldn't have  written that thing about the farm animals that was stupid but I was kidding for god sakes doesn't anybody have a sense of humor I try to stop you you don't how do you do this thing where you manage to get all girls to hate us while I let you down you can't do that quite a okay let's look at a sample problem suppose were given a computer with a sixteen bit virtual address and a page size of two hundred fifty six bytes the system uses one level page tables that start at address hex four hundred maybe you want DMA on your sixteen bit system who knows the first few pages are reserved for Hardware Flags Etc assume page table entries have eight status bits the 8th status bits would then be anybody I see we have our first surrender Don't worry Mister Zuckerburg brighter  men than you have tried and failed this class one valid bit one modified bit one reference bit five permission bits that is correct does everybody see how he got there gentlemen welcome to Las Vegas everybody eaten good everybody sober close enough alright before we get started nobody's on the line here yet what I'm about to propose to you as both highly,I'm sorry yes I don't understand which part you deserve recognition I believe I pointed out some pretty gaping holes in your system excuse me may I yes mr. Zuckerberg I'm in charge of security for all computers on the Harvard Network and I can assure you of its sophistication in fact it is that level of sophistication that led us to you in less than four hours four hours yes sir that would be impressive except if you had known what you were looking for you would have seen it written on my dorm room window so six months academic probation well they have to make an example out of  you they have my blog I shouldn't have  written that thing about the farm animals that was stupid but I was kidding for god sakes doesn't anybody have a sense of humor I try to stop you you don't how do you do this thing where you manage to get all girls to hate us while I let you down you can't do that quite a okay let's look at a sample problem suppose were given a computer with a sixteen bit virtual address and a page size of two hundred fifty six bytes the system uses one level page tables that start at address hex four hundred maybe you want DMA on your sixteen bit system who knows the first few pages are reserved for Hardware Flags Etc assume page table entries have eight status bits the 8th status bits would then be anybody I see we have our first surrender Don't worry Mister Zuckerburg brighter  men than you have tried and failed this class one valid bit one modified bit one reference bit five permission bits that is correct does everybody see how he got there gentlemen welcome to Las Vegas everybody eaten good everybody sober close enough alright before we get started nobody's on the line here yet what I'm about to propose to you as both highly lucrative and highly,0.98507565
411,561,I'm sorry yes I don't understand which part you deserve recognition I believe I pointed out some pretty gaping holes in your system excuse me may I yes mr. Zuckerberg I'm in charge of security for all computers on the Harvard Network and I can assure you of its sophistication in fact it is that level of sophistication that led us to you in less than four hours four hours yes sir that would be impressive except if you had known what you were looking for you would have seen it written on my dorm room window so six months academic probation well they have to make an example out of  you they have my blog I shouldn't have  written that thing about the farm animals that was stupid but I was kidding for god sakes doesn't anybody have a sense of humor I try to stop you you don't how do you do this thing where you manage to get all girls to hate us while I let you down you can't do that quite a okay let's look at a sample problem suppose were given a computer with a sixteen bit virtual address and a page size of two hundred fifty six bytes the system uses one level page tables that start at address hex four hundred maybe you want DMA on your sixteen bit system who knows the first few pages are reserved for Hardware Flags Etc assume page table entries have eight status bits the 8th status bits would then be anybody I see we have our first surrender Don't worry Mister Zuckerburg brighter  men than you have tried and failed this class one valid bit one modified bit one reference bit five permission bits that is correct does everybody see how he got there gentlemen welcome to Las Vegas everybody eaten good everybody sober close enough alright before we get started nobody's on the line here yet what I'm about to propose to you as both highly lucrative and highly,I'm sorry yes I don't understand which part you deserve recognition I believe I pointed out some pretty gaping holes in your system excuse me may I yes mr. Zuckerberg I'm in charge of security for all computers on the Harvard Network and I can assure you of its sophistication in fact it is that level of sophistication that led us to you in less than four hours four hours yes sir that would be impressive except if you had known what you were looking for you would have seen it written on my dorm room window so six months academic probation well they have to make an example out of  you they have my blog I shouldn't have  written that thing about the farm animals that was stupid but I was kidding for god sakes doesn't anybody have a sense of humor I try to stop you you don't how do you do this thing where you manage to get all girls to hate us while I let you down you can't do that quite a okay let's look at a sample problem suppose were given a computer with a sixteen bit virtual address and a page size of two hundred fifty six bytes the system uses one level page tables that start at address hex four hundred maybe you want DMA on your sixteen bit system who knows the first few pages are reserved for Hardware Flags Etc assume page table entries have eight status bits the 8th status bits would then be anybody I see we have our first surrender Don't worry Mister Zuckerburg brighter  men than you have tried and failed this class one valid bit one modified bit one reference bit five permission bits that is correct does everybody see how he got there gentlemen welcome to Las Vegas everybody eaten good everybody sober close enough alright before we get started nobody's on the line here yet what I'm about to propose to you as both highly lucrative and highly dangerous,1.0000005
